تناوب,دوره,عنوان دوره,مدیر,نوع صندوق,خالص ارزش دارایی (میلیارد ریال),سهم از کل صنعت ٪
ماهانه,1404-06,شهریور 1404,سبدگردان مفید,کالایی,915484.5,5.286
ماهانه,1404-06,شهریور 1404,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,22376.8,0.129
ماهانه,1404-06,شهریور 1404,مشاور سرمایه گذاری ترنج,اهرمی,31057.2,0.179
ماهانه,1404-06,شهریور 1404,مشاور سرمایه گذاری ترنج,درآمد ثابت,279644.6,1.615
ماهانه,1404-06,شهریور 1404,مشاور سرمایه گذاری ترنج,سهامی,18185.5,0.105
ماهانه,1404-06,شهریور 1404,مشاور سرمایه گذاری ترنج,صندوق در صندوق,9354.2,0.054
ماهانه,1404-06,شهریور 1404,مشاور سرمایه گذاری ترنج,مختلط,31089.2,0.18
ماهانه,1404-06,شهریور 1404,مشاور سرمایه گذاری ترنج,کالایی,11216.7,0.065
ماهانه,1404-07,مهر 1404,سایر مدیران,اختصاصی بازارگردانی,2506780.4,13.159
ماهانه,1404-07,مهر 1404,سایر مدیران,املاک و مستغلات,31068.7,0.163
ماهانه,1404-07,مهر 1404,سایر مدیران,اهرمی,27600.7,0.145
ماهانه,1404-07,مهر 1404,سایر مدیران,بازنشستگی,23961.9,0.126
ماهانه,1404-07,مهر 1404,سایر مدیران,بخشی,531119.2,2.788
ماهانه,1404-07,مهر 1404,سایر مدیران,تضمین اصل سرمایه,21631.8,0.114
ماهانه,1404-07,مهر 1404,سایر مدیران,جسورانه,7012.9,0.037
ماهانه,1404-07,مهر 1404,سایر مدیران,خصوصی,18694.9,0.098
ماهانه,1404-07,مهر 1404,سایر مدیران,درآمد ثابت,7667069.8,40.248
ماهانه,1404-07,مهر 1404,سایر مدیران,سهامی,357205.5,1.875
ماهانه,1404-07,مهر 1404,سایر مدیران,شاخصی,25240.5,0.132
ماهانه,1404-07,مهر 1404,سایر مدیران,صندوق در صندوق,10580.1,0.056
ماهانه,1404-07,مهر 1404,سایر مدیران,مختلط,20327.5,0.107
ماهانه,1404-07,مهر 1404,سایر مدیران,پروژه‌ای,27245.7,0.143
ماهانه,1404-07,مهر 1404,سایر مدیران,کالایی,1504854.7,7.9
ماهانه,1404-07,مهر 1404,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,7905.2,0.042
ماهانه,1404-07,مهر 1404,سبد گردان اقتصاد بیدار,اهرمی,49585.0,0.26
ماهانه,1404-07,مهر 1404,سبد گردان اقتصاد بیدار,درآمد ثابت,234458.5,1.231
ماهانه,1404-07,مهر 1404,سبد گردان اقتصاد بیدار,سهامی,19913.7,0.104
ماهانه,1404-07,مهر 1404,سبد گردان اقتصاد بیدار,کالایی,25757.9,0.135
ماهانه,1404-07,مهر 1404,سبد گردان کاریزما,اختصاصی بازارگردانی,34189.2,0.18
ماهانه,1404-07,مهر 1404,سبد گردان کاریزما,اهرمی,197911.2,1.039
ماهانه,1404-07,مهر 1404,سبد گردان کاریزما,بازنشستگی,6787.4,0.036
ماهانه,1404-07,مهر 1404,سبد گردان کاریزما,بخشی,8907.1,0.047
ماهانه,1404-07,مهر 1404,سبد گردان کاریزما,تضمین اصل سرمایه,5673.9,0.03
ماهانه,1404-07,مهر 1404,سبد گردان کاریزما,درآمد ثابت,387262.6,2.033
ماهانه,1404-07,مهر 1404,سبد گردان کاریزما,سهامی,8590.3,0.045
ماهانه,1404-07,مهر 1404,سبد گردان کاریزما,شاخصی,3906.8,0.02
ماهانه,1404-07,مهر 1404,سبد گردان کاریزما,صندوق در صندوق,1682.3,0.009
ماهانه,1404-07,مهر 1404,سبد گردان کاریزما,مختلط,1082.6,0.006
ماهانه,1404-07,مهر 1404,سبد گردان کاریزما,کالایی,296420.0,1.556
ماهانه,1404-07,مهر 1404,سبدگردان آگاه,اختصاصی بازارگردانی,33121.2,0.174
ماهانه,1404-07,مهر 1404,سبدگردان آگاه,املاک و مستغلات,5200.4,0.027
ماهانه,1404-07,مهر 1404,سبدگردان آگاه,اهرمی,45710.5,0.24
ماهانه,1404-07,مهر 1404,سبدگردان آگاه,بازنشستگی,6479.1,0.034
ماهانه,1404-07,مهر 1404,سبدگردان آگاه,بخشی,23275.6,0.122
ماهانه,1404-07,مهر 1404,سبدگردان آگاه,درآمد ثابت,426114.6,2.237
ماهانه,1404-07,مهر 1404,سبدگردان آگاه,سهامی,45035.3,0.236
ماهانه,1404-07,مهر 1404,سبدگردان آگاه,مختلط,534.0,0.003
ماهانه,1404-07,مهر 1404,سبدگردان آگاه,کالایی,191190.9,1.004
ماهانه,1404-07,مهر 1404,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,11293.4,0.059
ماهانه,1404-07,مهر 1404,سبدگردان توسعه فیروزه,اهرمی,119973.7,0.63
ماهانه,1404-07,مهر 1404,سبدگردان توسعه فیروزه,بخشی,21388.6,0.112
ماهانه,1404-07,مهر 1404,سبدگردان توسعه فیروزه,جسورانه,601.5,0.003
ماهانه,1404-07,مهر 1404,سبدگردان توسعه فیروزه,خصوصی,1307.0,0.007
ماهانه,1404-07,مهر 1404,سبدگردان توسعه فیروزه,درآمد ثابت,223673.7,1.174
ماهانه,1404-07,مهر 1404,سبدگردان توسعه فیروزه,سهامی,12749.2,0.067
ماهانه,1404-07,مهر 1404,سبدگردان توسعه فیروزه,شاخصی,7258.1,0.038
ماهانه,1404-07,مهر 1404,سبدگردان توسعه فیروزه,کالایی,51624.4,0.271
ماهانه,1404-07,مهر 1404,سبدگردان فارابی,اختصاصی بازارگردانی,26564.8,0.139
ماهانه,1404-07,مهر 1404,سبدگردان فارابی,اهرمی,50159.8,0.263
ماهانه,1404-07,مهر 1404,سبدگردان فارابی,بخشی,2205.8,0.012
ماهانه,1404-07,مهر 1404,سبدگردان فارابی,درآمد ثابت,235389.1,1.236
ماهانه,1404-07,مهر 1404,سبدگردان فارابی,سهامی,10136.8,0.053
ماهانه,1404-07,مهر 1404,سبدگردان فارابی,کالایی,12438.1,0.065
ماهانه,1404-07,مهر 1404,سبدگردان مفید,اختصاصی بازارگردانی,51482.8,0.27
ماهانه,1404-07,مهر 1404,سبدگردان مفید,اهرمی,90946.8,0.477
ماهانه,1404-07,مهر 1404,سبدگردان مفید,بازنشستگی,20009.6,0.105
ماهانه,1404-07,مهر 1404,سبدگردان مفید,بخشی,57068.9,0.3
ماهانه,1404-07,مهر 1404,سبدگردان مفید,تضمین اصل سرمایه,8600.7,0.045
ماهانه,1404-07,مهر 1404,سبدگردان مفید,درآمد ثابت,1422767.6,7.469
ماهانه,1404-07,مهر 1404,سبدگردان مفید,سهامی,224352.8,1.178
ماهانه,1404-07,مهر 1404,سبدگردان مفید,شاخصی,8262.1,0.043
ماهانه,1404-07,مهر 1404,سبدگردان مفید,مختلط,2434.1,0.013
ماهانه,1404-07,مهر 1404,سبدگردان مفید,کالایی,1091945.0,5.732
ماهانه,1404-07,مهر 1404,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,32119.1,0.169
ماهانه,1404-07,مهر 1404,مشاور سرمایه گذاری ترنج,اهرمی,37790.4,0.198
ماهانه,1404-07,مهر 1404,مشاور سرمایه گذاری ترنج,درآمد ثابت,286277.1,1.503
ماهانه,1404-07,مهر 1404,مشاور سرمایه گذاری ترنج,سهامی,25240.8,0.132
ماهانه,1404-07,مهر 1404,مشاور سرمایه گذاری ترنج,صندوق در صندوق,6076.3,0.032
ماهانه,1404-07,مهر 1404,مشاور سرمایه گذاری ترنج,مختلط,38438.3,0.202
ماهانه,1404-07,مهر 1404,مشاور سرمایه گذاری ترنج,کالایی,12009.7,0.063
ماهانه,1404-08,آبان 1404,سایر مدیران,اختصاصی بازارگردانی,2616037.4,12.948
ماهانه,1404-08,آبان 1404,سایر مدیران,املاک و مستغلات,31402.2,0.155
ماهانه,1404-08,آبان 1404,سایر مدیران,اهرمی,30941.9,0.153
ماهانه,1404-08,آبان 1404,سایر مدیران,بازنشستگی,23449.0,0.116
ماهانه,1404-08,آبان 1404,سایر مدیران,بخشی,540025.0,2.673
ماهانه,1404-08,آبان 1404,سایر مدیران,تضمین اصل سرمایه,22411.4,0.111
ماهانه,1404-08,آبان 1404,سایر مدیران,جسورانه,7133.8,0.035
ماهانه,1404-08,آبان 1404,سایر مدیران,خصوصی,18773.0,0.093
ماهانه,1404-08,آبان 1404,سایر مدیران,درآمد ثابت,8029270.7,39.741
ماهانه,1404-08,آبان 1404,سایر مدیران,سهامی,363789.2,1.801
ماهانه,1404-08,آبان 1404,سایر مدیران,شاخصی,22324.5,0.111
ماهانه,1404-08,آبان 1404,سایر مدیران,صندوق در صندوق,10377.0,0.051
ماهانه,1404-08,آبان 1404,سایر مدیران,مختلط,22837.6,0.113
ماهانه,1404-08,آبان 1404,سایر مدیران,پروژه‌ای,27244.8,0.135
ماهانه,1404-08,آبان 1404,سایر مدیران,کالایی,1717949.7,8.503
ماهانه,1404-08,آبان 1404,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,8251.0,0.041
ماهانه,1404-08,آبان 1404,سبد گردان اقتصاد بیدار,اهرمی,49810.9,0.247
ماهانه,1404-08,آبان 1404,سبد گردان اقتصاد بیدار,درآمد ثابت,240514.6,1.19
ماهانه,1404-08,آبان 1404,سبد گردان اقتصاد بیدار,سهامی,17640.1,0.087
ماهانه,1404-08,آبان 1404,سبد گردان اقتصاد بیدار,کالایی,28563.2,0.141
ماهانه,1404-08,آبان 1404,سبد گردان کاریزما,اختصاصی بازارگردانی,33289.3,0.165
ماهانه,1404-08,آبان 1404,سبد گردان کاریزما,اهرمی,199959.6,0.99
ماهانه,1404-08,آبان 1404,سبد گردان کاریزما,بازنشستگی,7057.6,0.035
ماهانه,1404-08,آبان 1404,سبد گردان کاریزما,بخشی,8100.6,0.04
ماهانه,1404-08,آبان 1404,سبد گردان کاریزما,تضمین اصل سرمایه,5877.0,0.029
ماهانه,1404-08,آبان 1404,سبد گردان کاریزما,درآمد ثابت,382437.6,1.893
ماهانه,1404-08,آبان 1404,سبد گردان کاریزما,سهامی,9542.9,0.047
ماهانه,1404-08,آبان 1404,سبد گردان کاریزما,شاخصی,3610.2,0.018
ماهانه,1404-08,آبان 1404,سبد گردان کاریزما,صندوق در صندوق,1671.8,0.008
ماهانه,1404-08,آبان 1404,سبد گردان کاریزما,مختلط,1142.2,0.006
ماهانه,1404-08,آبان 1404,سبد گردان کاریزما,کالایی,330889.5,1.638
ماهانه,1404-08,آبان 1404,سبدگردان آگاه,اختصاصی بازارگردانی,36534.9,0.181
ماهانه,1404-08,آبان 1404,سبدگردان آگاه,املاک و مستغلات,5200.0,0.026
ماهانه,1404-08,آبان 1404,سبدگردان آگاه,اهرمی,46191.5,0.229
ماهانه,1404-08,آبان 1404,سبدگردان آگاه,بازنشستگی,6690.7,0.033
ماهانه,1404-08,آبان 1404,سبدگردان آگاه,بخشی,22137.7,0.11
ماهانه,1404-08,آبان 1404,سبدگردان آگاه,درآمد ثابت,435701.5,2.157
ماهانه,1404-08,آبان 1404,سبدگردان آگاه,سهامی,44996.2,0.223
ماهانه,1404-08,آبان 1404,سبدگردان آگاه,مختلط,549.1,0.003
ماهانه,1404-08,آبان 1404,سبدگردان آگاه,کالایی,220798.9,1.093
ماهانه,1404-08,آبان 1404,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,12235.2,0.061
ماهانه,1404-08,آبان 1404,سبدگردان توسعه فیروزه,اهرمی,126271.6,0.625
ماهانه,1404-08,آبان 1404,سبدگردان توسعه فیروزه,بخشی,20547.1,0.102
ماهانه,1404-08,آبان 1404,سبدگردان توسعه فیروزه,جسورانه,600.7,0.003
ماهانه,1404-08,آبان 1404,سبدگردان توسعه فیروزه,خصوصی,1308.4,0.006
ماهانه,1404-08,آبان 1404,سبدگردان توسعه فیروزه,درآمد ثابت,230972.1,1.143
ماهانه,1404-08,آبان 1404,سبدگردان توسعه فیروزه,سهامی,12273.3,0.061
ماهانه,1404-08,آبان 1404,سبدگردان توسعه فیروزه,شاخصی,7067.2,0.035
ماهانه,1404-08,آبان 1404,سبدگردان توسعه فیروزه,کالایی,57287.7,0.284
ماهانه,1404-08,آبان 1404,سبدگردان فارابی,اختصاصی بازارگردانی,28724.5,0.142
ماهانه,1404-08,آبان 1404,سبدگردان فارابی,اهرمی,50326.5,0.249
ماهانه,1404-08,آبان 1404,سبدگردان فارابی,بخشی,1896.1,0.009
ماهانه,1404-08,آبان 1404,سبدگردان فارابی,درآمد ثابت,239614.2,1.186
ماهانه,1404-08,آبان 1404,سبدگردان فارابی,سهامی,10107.2,0.05
ماهانه,1404-08,آبان 1404,سبدگردان فارابی,کالایی,22884.6,0.113
ماهانه,1404-08,آبان 1404,سبدگردان مفید,اختصاصی بازارگردانی,52686.9,0.261
ماهانه,1404-08,آبان 1404,سبدگردان مفید,اهرمی,96425.9,0.477
ماهانه,1404-08,آبان 1404,سبدگردان مفید,بازنشستگی,23177.9,0.115
ماهانه,1404-08,آبان 1404,سبدگردان مفید,بخشی,58014.1,0.287
ماهانه,1404-08,آبان 1404,سبدگردان مفید,تضمین اصل سرمایه,10281.6,0.051
ماهانه,1404-08,آبان 1404,سبدگردان مفید,درآمد ثابت,1534992.1,7.598
ماهانه,1404-08,آبان 1404,سبدگردان مفید,سهامی,232466.5,1.151
ماهانه,1404-08,آبان 1404,سبدگردان مفید,شاخصی,8862.3,0.044
ماهانه,1404-08,آبان 1404,سبدگردان مفید,مختلط,2122.6,0.01
ماهانه,1404-08,آبان 1404,سبدگردان مفید,کالایی,1251711.4,6.195
ماهانه,1404-08,آبان 1404,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,36628.9,0.181
ماهانه,1404-08,آبان 1404,مشاور سرمایه گذاری ترنج,اهرمی,37451.8,0.185
ماهانه,1404-08,آبان 1404,مشاور سرمایه گذاری ترنج,درآمد ثابت,296713.5,1.469
ماهانه,1404-08,آبان 1404,مشاور سرمایه گذاری ترنج,سهامی,27640.7,0.137
ماهانه,1404-08,آبان 1404,مشاور سرمایه گذاری ترنج,صندوق در صندوق,7768.6,0.038
ماهانه,1404-08,آبان 1404,مشاور سرمایه گذاری ترنج,مختلط,49124.1,0.243
ماهانه,1404-08,آبان 1404,مشاور سرمایه گذاری ترنج,کالایی,24468.6,0.121
ماهانه,1404-09,آذر 1404,سایر مدیران,اختصاصی بازارگردانی,3044791.1,13.605
ماهانه,1404-09,آذر 1404,سایر مدیران,املاک و مستغلات,31922.8,0.143
ماهانه,1404-09,آذر 1404,سایر مدیران,اهرمی,38337.4,0.171
ماهانه,1404-09,آذر 1404,سایر مدیران,بازنشستگی,28045.4,0.125
ماهانه,1404-09,آذر 1404,سایر مدیران,بخشی,664246.4,2.968
ماهانه,1404-09,آذر 1404,سایر مدیران,تضمین اصل سرمایه,23763.9,0.106
ماهانه,1404-09,آذر 1404,سایر مدیران,جسورانه,7233.2,0.032
ماهانه,1404-09,آذر 1404,سایر مدیران,خصوصی,19218.9,0.086
ماهانه,1404-09,آذر 1404,سایر مدیران,درآمد ثابت,8292813.0,37.054
ماهانه,1404-09,آذر 1404,سایر مدیران,سهامی,440933.1,1.97
ماهانه,1404-09,آذر 1404,سایر مدیران,شاخصی,27237.7,0.122
ماهانه,1404-09,آذر 1404,سایر مدیران,صندوق در صندوق,13542.9,0.06
